id,url,hostname,size (bytes),size (kilobytes),mimetype
54,https://tags.tiqcdn.com/utag/bofa/main/prod/utag.49.js?utv=ut4.46.201708171808,tags.tiqcdn.com,0,0.0,text/javascript
55,https://tags.tiqcdn.com/utag/bofa/main/prod/utag.48.js?utv=ut4.46.201711092035,tags.tiqcdn.com,0,0.0,text/javascript
56,https://tags.tiqcdn.com/utag/bofa/main/prod/utag.55.js?utv=ut4.46.201910080126,tags.tiqcdn.com,0,0.0,text/javascript
57,https://tags.tiqcdn.com/utag/bofa/main/prod/utag.62.js?utv=ut4.46.201907181709,tags.tiqcdn.com,0,0.0,text/javascript
58,https://tags.tiqcdn.com/utag/bofa/main/prod/utag.72.js?utv=ut4.46.201907181709,tags.tiqcdn.com,0,0.0,text/javascript
59,https://sofa.bankofamerica.com/eluminate?tid=1&ci=90010394&vn2=e4.0&st=1571168386684&vn1=4.2.7.1BOA&ec=utf-8&pi=homepage%3AContent%3APersonal%3Bhomepage_personal&cg=homepage%3AContent%3APersonal&pv8=%7Ccck%7C%7Crez_1138_819%7C&rnd=1571174946801&ul=https%3A//www.bankofamerica.com/&pv_a1=%7Ccck%7C%7Crez_1138_819%7C&pv_a2=%7CG216LT00H4%7C&pv_a10=1&lp=homepage%3AContent%3APersonal%3Bhomepage_personal,sofa.bankofamerica.com,-1,-0.0009765625,image/gif
60,https://tags.tiqcdn.com/utag/tiqapp/utag.v.js?a=bofa/main/201910100116&cb=1571168386713,tags.tiqcdn.com,-1,-0.0009765625,text/javascript
61,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-super-highlights-consumer-cards-en-eclo-card_shl_arws9dlv_722.webp,www2.bac-assets.com,0,0.0,image/webp
62,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-highlights-consumer-other-en-hl_ntb-03_icon_arp7dcrm_e.svg,www2.bac-assets.com,0,0.0,image/svg+xml
63,https://sofa.bankofamerica.com/cookie-id.js?fn=saveCMCookieToDDO,sofa.bankofamerica.com,-1,-0.0009765625,application/x-javascript
64,https://aero.bankofamerica.com/30306/I3n.js,aero.bankofamerica.com,-1,-0.0009765625,application/x-javascript
65,https://boss.bankofamerica.com/30306/9hg.js,boss.bankofamerica.com,-1,-0.0009765625,application/x-javascript
66,https://dull.bankofamerica.com/boaa/y9h.js,dull.bankofamerica.com,-1,-0.0009765625,application/x-javascript
67,https://tilt.bankofamerica.com/0566/handler9/session.json,tilt.bankofamerica.com,-1,-0.0009765625,application/json
68,https://fls.doubleclick.net/activityi;src=1359940;type=front061;cat=2014_704;ord=1;num=8866028668589.871,fls.doubleclick.net,-1,-0.0009765625,text/html
69,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-mastheads-consumer-other-en-INT_MH_AR4KJC89_1440_Raleigh_Comm.webp,www2.bac-assets.com,0,0.0,image/webp
70,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-engagement-banner-consumer-2019_certified_mobile_app_eng-nodropshadow_cropped_small.png,www2.bac-assets.com,0,0.0,image/png
71,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-highlights-consumer-auto-loans-en-car_front_icon.svg,www2.bac-assets.com,0,0.0,image/svg+xml
72,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-super-highlights-consumer-other-en-mlb-ent_shu_mlb_ar7d3q3y_722.webp,www2.bac-assets.com,0,0.0,image/webp
73,https://www2.bac-assets.com/hp-assets/spa-assets/images/assets-images-site-hp-assets-super-highlights-consumer-other-en-mlb-ent_shu_mlb_ar7d3q3y_logo.svg,www2.bac-assets.com,0,0.0,image/svg+xml
